Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power IT Light Other White
31,1,31,1,12,Thursday,528.843
31,1,31,1,13,Thursday,543.391
31,1,31,1,14,Thursday,545.707
31,1,31,1,15,Thursday,556.934
31,1,31,1,16,Thursday,555.662
31,1,31,1,17,Thursday,560.465
31,1,31,1,18,Thursday,614.141
31,1,31,1,19,Thursday,684.752
31,1,31,1,20,Thursday,753.718
31,1,31,1,21,Thursday,788.122
31,1,31,1,22,Thursday,688.578
31,1,31,1,23,Thursday,547.596
31,1,31,1,24,Thursday,465.767
32,2,1,1,1,Friday,410.315
32,2,1,1,2,Friday,375.891
32,2,1,1,3,Friday,364.529
32,2,1,1,4,Friday,363.070
32,2,1,1,5,Friday,392.949
32,2,1,1,6,Friday,450.086
32,2,1,1,7,Friday,524.960
32,2,1,1,8,Friday,574.490
32,2,1,1,9,Friday,556.349
32,2,1,1,10,Friday,540.352
32,2,1,1,11,Friday,537.444
32,2,1,1,12,Friday,528.843
32,2,1,1,13,Friday,543.391
32,2,1,1,14,Friday,545.707
32,2,1,1,15,Friday,556.934
32,2,1,1,16,Friday,555.662
32,2,1,1,17,Friday,560.465
32,2,1,1,18,Friday,614.141
32,2,1,1,19,Friday,684.752
32,2,1,1,20,Friday,753.718
32,2,1,1,21,Friday,788.122
32,2,1,1,22,Friday,688.578
32,2,1,1,23,Friday,547.596
32,2,1,1,24,Friday,465.767
33,2,2,1,1,Saturday,430.005
33,2,2,1,2,Saturday,386.046
33,2,2,1,3,Saturday,365.347
33,2,2,1,4,Saturday,361.877
33,2,2,1,5,Saturday,364.498
33,2,2,1,6,Saturday,369.870
33,2,2,1,7,Saturday,445.234
33,2,2,1,8,Saturday,537.376
33,2,2,1,9,Saturday,586.402
33,2,2,1,10,Saturday,658.176
33,2,2,1,11,Saturday,702.294
33,2,2,1,12,Saturday,688.861
33,2,2,1,13,Saturday,666.968
33,2,2,1,14,Saturday,672.365
33,2,2,1,15,Saturday,668.135
33,2,2,1,16,Saturday,669.132
33,2,2,1,17,Saturday,663.078
33,2,2,1,18,Saturday,676.929
33,2,2,1,19,Saturday,716.053
33,2,2,1,20,Saturday,751.436
33,2,2,1,21,Saturday,764.421
33,2,2,1,22,Saturday,688.816
33,2,2,1,23,Saturday,547.095
33,2,2,1,24,Saturday,477.157
34,2,3,1,1,Sunday,430.005
34,2,3,1,2,Sunday,386.046
34,2,3,1,3,Sunday,365.347
34,2,3,1,4,Sunday,361.877
34,2,3,1,5,Sunday,364.498
34,2,3,1,6,Sunday,369.870
34,2,3,1,7,Sunday,445.234
34,2,3,1,8,Sunday,537.376
34,2,3,1,9,Sunday,586.402
34,2,3,1,10,Sunday,658.176
34,2,3,1,11,Sunday,702.294
34,2,3,1,12,Sunday,688.861
34,2,3,1,13,Sunday,666.968
34,2,3,1,14,Sunday,672.365
34,2,3,1,15,Sunday,668.135
34,2,3,1,16,Sunday,669.132
34,2,3,1,17,Sunday,663.078
34,2,3,1,18,Sunday,676.929
34,2,3,1,19,Sunday,716.053
34,2,3,1,20,Sunday,751.436
34,2,3,1,21,Sunday,764.421
34,2,3,1,22,Sunday,688.816
34,2,3,1,23,Sunday,547.095
34,2,3,1,24,Sunday,477.157
35,2,4,1,1,Monday,410.315
35,2,4,1,2,Monday,375.891
35,2,4,1,3,Monday,364.529
35,2,4,1,4,Monday,363.070
35,2,4,1,5,Monday,392.949
35,2,4,1,6,Monday,450.086
35,2,4,1,7,Monday,524.960
35,2,4,1,8,Monday,574.490
35,2,4,1,9,Monday,556.349
35,2,4,1,10,Monday,540.352
35,2,4,1,11,Monday,537.444
35,2,4,1,12,Monday,528.843
35,2,4,1,13,Monday,543.391
35,2,4,1,14,Monday,545.707
35,2,4,1,15,Monday,556.934
35,2,4,1,16,Monday,555.662
35,2,4,1,17,Monday,560.465
35,2,4,1,18,Monday,614.141
35,2,4,1,19,Monday,684.752
35,2,4,1,20,Monday,753.718
35,2,4,1,21,Monday,788.122
35,2,4,1,22,Monday,688.578
35,2,4,1,23,Monday,547.596
35,2,4,1,24,Monday,465.767
36,2,5,1,1,Tuesday,410.315
36,2,5,1,2,Tuesday,375.891
36,2,5,1,3,Tuesday,364.529
36,2,5,1,4,Tuesday,363.070
36,2,5,1,5,Tuesday,392.949
36,2,5,1,6,Tuesday,450.086
36,2,5,1,7,Tuesday,524.960
36,2,5,1,8,Tuesday,574.490
36,2,5,1,9,Tuesday,556.349
36,2,5,1,10,Tuesday,540.352
36,2,5,1,11,Tuesday,537.444
36,2,5,1,12,Tuesday,528.843
36,2,5,1,13,Tuesday,543.391
36,2,5,1,14,Tuesday,545.707
36,2,5,1,15,Tuesday,556.934
36,2,5,1,16,Tuesday,555.662
36,2,5,1,17,Tuesday,560.465
36,2,5,1,18,Tuesday,614.141
36,2,5,1,19,Tuesday,684.752
36,2,5,1,20,Tuesday,753.718
36,2,5,1,21,Tuesday,788.122
36,2,5,1,22,Tuesday,688.578
36,2,5,1,23,Tuesday,547.596
36,2,5,1,24,Tuesday,465.767
37,2,6,1,1,Wednesday,410.315
37,2,6,1,2,Wednesday,375.891
37,2,6,1,3,Wednesday,364.529
37,2,6,1,4,Wednesday,363.070
37,2,6,1,5,Wednesday,392.949
37,2,6,1,6,Wednesday,450.086
37,2,6,1,7,Wednesday,524.960
37,2,6,1,8,Wednesday,574.490
37,2,6,1,9,Wednesday,556.349
37,2,6,1,10,Wednesday,540.352
37,2,6,1,11,Wednesday,537.444
37,2,6,1,12,Wednesday,528.843
37,2,6,1,13,Wednesday,543.391
37,2,6,1,14,Wednesday,545.707
37,2,6,1,15,Wednesday,556.934
37,2,6,1,16,Wednesday,555.662
37,2,6,1,17,Wednesday,560.465
37,2,6,1,18,Wednesday,614.141
37,2,6,1,19,Wednesday,684.752
37,2,6,1,20,Wednesday,753.718
37,2,6,1,21,Wednesday,788.122
37,2,6,1,22,Wednesday,688.578
37,2,6,1,23,Wednesday,547.596
37,2,6,1,24,Wednesday,465.767
38,2,7,1,1,Thursday,410.315
38,2,7,1,2,Thursday,375.891
38,2,7,1,3,Thursday,364.529
38,2,7,1,4,Thursday,363.070
38,2,7,1,5,Thursday,392.949
38,2,7,1,6,Thursday,450.086
38,2,7,1,7,Thursday,524.960
38,2,7,1,8,Thursday,574.490
38,2,7,1,9,Thursday,556.349
38,2,7,1,10,Thursday,540.352
38,2,7,1,11,Thursday,537.444
38,2,7,1,12,Thursday,528.843
38,2,7,1,13,Thursday,543.391
38,2,7,1,14,Thursday,545.707
38,2,7,1,15,Thursday,556.934
38,2,7,1,16,Thursday,555.662
38,2,7,1,17,Thursday,560.465
38,2,7,1,18,Thursday,614.141
38,2,7,1,19,Thursday,684.752
38,2,7,1,20,Thursday,753.718
38,2,7,1,21,Thursday,788.122
38,2,7,1,22,Thursday,688.578
38,2,7,1,23,Thursday,547.596
38,2,7,1,24,Thursday,465.767
39,2,8,1,1,Friday,410.315
39,2,8,1,2,Friday,375.891
39,2,8,1,3,Friday,364.529
39,2,8,1,4,Friday,363.070
39,2,8,1,5,Friday,392.949
39,2,8,1,6,Friday,450.086
39,2,8,1,7,Friday,524.960
39,2,8,1,8,Friday,574.490
39,2,8,1,9,Friday,556.349
39,2,8,1,10,Friday,540.352
39,2,8,1,11,Friday,537.444
39,2,8,1,12,Friday,528.843
39,2,8,1,13,Friday,543.391
39,2,8,1,14,Friday,545.707
39,2,8,1,15,Friday,556.934
39,2,8,1,16,Friday,555.662
39,2,8,1,17,Friday,560.465
39,2,8,1,18,Friday,614.141
39,2,8,1,19,Friday,684.752
39,2,8,1,20,Friday,753.718
39,2,8,1,21,Friday,788.122
39,2,8,1,22,Friday,688.578
39,2,8,1,23,Friday,547.596
39,2,8,1,24,Friday,465.767
40,2,9,1,1,Saturday,430.005
40,2,9,1,2,Saturday,386.046
40,2,9,1,3,Saturday,365.347
40,2,9,1,4,Saturday,361.877
40,2,9,1,5,Saturday,364.498
40,2,9,1,6,Saturday,369.870
40,2,9,1,7,Saturday,445.234
40,2,9,1,8,Saturday,537.376
40,2,9,1,9,Saturday,586.402
40,2,9,1,10,Saturday,658.176
40,2,9,1,11,Saturday,702.294
40,2,9,1,12,Saturday,688.861
40,2,9,1,13,Saturday,666.968
40,2,9,1,14,Saturday,672.365
40,2,9,1,15,Saturday,668.135
40,2,9,1,16,Saturday,669.132
40,2,9,1,17,Saturday,663.078
40,2,9,1,18,Saturday,676.929
40,2,9,1,19,Saturday,716.053
40,2,9,1,20,Saturday,751.436
40,2,9,1,21,Saturday,764.421
40,2,9,1,22,Saturday,688.816
40,2,9,1,23,Saturday,547.095
40,2,9,1,24,Saturday,477.157
41,2,10,1,1,Sunday,430.005
41,2,10,1,2,Sunday,386.046
41,2,10,1,3,Sunday,365.347
41,2,10,1,4,Sunday,361.877
41,2,10,1,5,Sunday,364.498
41,2,10,1,6,Sunday,369.870
41,2,10,1,7,Sunday,445.234
41,2,10,1,8,Sunday,537.376
41,2,10,1,9,Sunday,586.402
41,2,10,1,10,Sunday,658.176
41,2,10,1,11,Sunday,702.294
41,2,10,1,12,Sunday,688.861
41,2,10,1,13,Sunday,666.968
41,2,10,1,14,Sunday,672.365
41,2,10,1,15,Sunday,668.135
41,2,10,1,16,Sunday,669.132
41,2,10,1,17,Sunday,663.078
41,2,10,1,18,Sunday,676.929
41,2,10,1,19,Sunday,716.053
41,2,10,1,20,Sunday,751.436
41,2,10,1,21,Sunday,764.421
41,2,10,1,22,Sunday,688.816
41,2,10,1,23,Sunday,547.095
41,2,10,1,24,Sunday,477.157
42,2,11,1,1,Monday,410.315
42,2,11,1,2,Monday,375.891
42,2,11,1,3,Monday,364.529
42,2,11,1,4,Monday,363.070
42,2,11,1,5,Monday,392.949
42,2,11,1,6,Monday,450.086
42,2,11,1,7,Monday,524.960
42,2,11,1,8,Monday,574.490
42,2,11,1,9,Monday,556.349
42,2,11,1,10,Monday,540.352
42,2,11,1,11,Monday,537.444
42,2,11,1,12,Monday,528.843
42,2,11,1,13,Monday,543.391
42,2,11,1,14,Monday,545.707
42,2,11,1,15,Monday,556.934
42,2,11,1,16,Monday,555.662
42,2,11,1,17,Monday,560.465
42,2,11,1,18,Monday,614.141
42,2,11,1,19,Monday,684.752
42,2,11,1,20,Monday,753.718
42,2,11,1,21,Monday,788.122
42,2,11,1,22,Monday,688.578
42,2,11,1,23,Monday,547.596
42,2,11,1,24,Monday,465.767
43,2,12,1,1,Tuesday,410.315
43,2,12,1,2,Tuesday,375.891
43,2,12,1,3,Tuesday,364.529
43,2,12,1,4,Tuesday,363.070
43,2,12,1,5,Tuesday,392.949
43,2,12,1,6,Tuesday,450.086
43,2,12,1,7,Tuesday,524.960
43,2,12,1,8,Tuesday,574.490
43,2,12,1,9,Tuesday,556.349
43,2,12,1,10,Tuesday,540.352
43,2,12,1,11,Tuesday,537.444
43,2,12,1,12,Tuesday,528.843
43,2,12,1,13,Tuesday,543.391
43,2,12,1,14,Tuesday,545.707
43,2,12,1,15,Tuesday,556.934
43,2,12,1,16,Tuesday,555.662
43,2,12,1,17,Tuesday,560.465
43,2,12,1,18,Tuesday,614.141
43,2,12,1,19,Tuesday,684.752
43,2,12,1,20,Tuesday,753.718
43,2,12,1,21,Tuesday,788.122
43,2,12,1,22,Tuesday,688.578
43,2,12,1,23,Tuesday,547.596
43,2,12,1,24,Tuesday,465.767
44,2,13,1,1,Wednesday,410.315
44,2,13,1,2,Wednesday,375.891
44,2,13,1,3,Wednesday,364.529
44,2,13,1,4,Wednesday,363.070
44,2,13,1,5,Wednesday,392.949
44,2,13,1,6,Wednesday,450.086
44,2,13,1,7,Wednesday,524.960
44,2,13,1,8,Wednesday,574.490
44,2,13,1,9,Wednesday,556.349
44,2,13,1,10,Wednesday,540.352
44,2,13,1,11,Wednesday,537.444
44,2,13,1,12,Wednesday,528.843
44,2,13,1,13,Wednesday,543.391
44,2,13,1,14,Wednesday,545.707
44,2,13,1,15,Wednesday,556.934
44,2,13,1,16,Wednesday,555.662
44,2,13,1,17,Wednesday,560.465
44,2,13,1,18,Wednesday,614.141
44,2,13,1,19,Wednesday,684.752
44,2,13,1,20,Wednesday,753.718
44,2,13,1,21,Wednesday,788.122
44,2,13,1,22,Wednesday,688.578
44,2,13,1,23,Wednesday,547.596
44,2,13,1,24,Wednesday,465.767
45,2,14,1,1,Thursday,410.315
45,2,14,1,2,Thursday,375.891
45,2,14,1,3,Thursday,364.529
45,2,14,1,4,Thursday,363.070
45,2,14,1,5,Thursday,392.949
45,2,14,1,6,Thursday,450.086
45,2,14,1,7,Thursday,524.960
45,2,14,1,8,Thursday,574.490
45,2,14,1,9,Thursday,556.349
45,2,14,1,10,Thursday,540.352
45,2,14,1,11,Thursday,537.444
45,2,14,1,12,Thursday,528.843
45,2,14,1,13,Thursday,543.391
45,2,14,1,14,Thursday,545.707
45,2,14,1,15,Thursday,556.934
45,2,14,1,16,Thursday,555.662
45,2,14,1,17,Thursday,560.465
45,2,14,1,18,Thursday,614.141
45,2,14,1,19,Thursday,684.752
45,2,14,1,20,Thursday,753.718
45,2,14,1,21,Thursday,788.122
45,2,14,1,22,Thursday,688.578
45,2,14,1,23,Thursday,547.596
45,2,14,1,24,Thursday,465.767
46,2,15,1,1,Friday,410.315
46,2,15,1,2,Friday,375.891
46,2,15,1,3,Friday,364.529
46,2,15,1,4,Friday,363.070
46,2,15,1,5,Friday,392.949
46,2,15,1,6,Friday,450.086
46,2,15,1,7,Friday,524.960
46,2,15,1,8,Friday,574.490
46,2,15,1,9,Friday,556.349
46,2,15,1,10,Friday,540.352
46,2,15,1,11,Friday,537.444
46,2,15,1,12,Friday,528.843
46,2,15,1,13,Friday,543.391
46,2,15,1,14,Friday,545.707
46,2,15,1,15,Friday,556.934
46,2,15,1,16,Friday,555.662
46,2,15,1,17,Friday,560.465
46,2,15,1,18,Friday,614.141
46,2,15,1,19,Friday,684.752
46,2,15,1,20,Friday,753.718
46,2,15,1,21,Friday,788.122
46,2,15,1,22,Friday,688.578
46,2,15,1,23,Friday,547.596
46,2,15,1,24,Friday,465.767
47,2,16,1,1,Saturday,430.005
47,2,16,1,2,Saturday,386.046
47,2,16,1,3,Saturday,365.347
47,2,16,1,4,Saturday,361.877
47,2,16,1,5,Saturday,364.498
47,2,16,1,6,Saturday,369.870
47,2,16,1,7,Saturday,445.234
47,2,16,1,8,Saturday,537.376
47,2,16,1,9,Saturday,586.402
47,2,16,1,10,Saturday,658.176
47,2,16,1,11,Saturday,702.294
47,2,16,1,12,Saturday,688.861
47,2,16,1,13,Saturday,666.968
47,2,16,1,14,Saturday,672.365
47,2,16,1,15,Saturday,668.135
47,2,16,1,16,Saturday,669.132
47,2,16,1,17,Saturday,663.078
47,2,16,1,18,Saturday,676.929
47,2,16,1,19,Saturday,716.053
47,2,16,1,20,Saturday,751.436
47,2,16,1,21,Saturday,764.421
47,2,16,1,22,Saturday,688.816
47,2,16,1,23,Saturday,547.095
47,2,16,1,24,Saturday,477.157
48,2,17,1,1,Sunday,430.005
48,2,17,1,2,Sunday,386.046
48,2,17,1,3,Sunday,365.347
48,2,17,1,4,Sunday,361.877
48,2,17,1,5,Sunday,364.498
48,2,17,1,6,Sunday,369.870
48,2,17,1,7,Sunday,445.234
48,2,17,1,8,Sunday,537.376
48,2,17,1,9,Sunday,586.402
48,2,17,1,10,Sunday,658.176
48,2,17,1,11,Sunday,702.294
48,2,17,1,12,Sunday,688.861
48,2,17,1,13,Sunday,666.968
48,2,17,1,14,Sunday,672.365
48,2,17,1,15,Sunday,668.135
48,2,17,1,16,Sunday,669.132
48,2,17,1,17,Sunday,663.078
48,2,17,1,18,Sunday,676.929
48,2,17,1,19,Sunday,716.053
48,2,17,1,20,Sunday,751.436
48,2,17,1,21,Sunday,764.421
48,2,17,1,22,Sunday,688.816
48,2,17,1,23,Sunday,547.095
48,2,17,1,24,Sunday,477.157
49,2,18,1,1,Monday,410.315
49,2,18,1,2,Monday,375.891
49,2,18,1,3,Monday,364.529
49,2,18,1,4,Monday,363.070
49,2,18,1,5,Monday,392.949
49,2,18,1,6,Monday,450.086
49,2,18,1,7,Monday,524.960
49,2,18,1,8,Monday,574.490
49,2,18,1,9,Monday,556.349
49,2,18,1,10,Monday,540.352
49,2,18,1,11,Monday,537.444
49,2,18,1,12,Monday,528.843
49,2,18,1,13,Monday,543.391
49,2,18,1,14,Monday,545.707
49,2,18,1,15,Monday,556.934
49,2,18,1,16,Monday,555.662
49,2,18,1,17,Monday,560.465
49,2,18,1,18,Monday,614.141
49,2,18,1,19,Monday,684.752
49,2,18,1,20,Monday,753.718
49,2,18,1,21,Monday,788.122
49,2,18,1,22,Monday,688.578
49,2,18,1,23,Monday,547.596
49,2,18,1,24,Monday,465.767
50,2,19,1,1,Tuesday,410.315
50,2,19,1,2,Tuesday,375.891
50,2,19,1,3,Tuesday,364.529
50,2,19,1,4,Tuesday,363.070
50,2,19,1,5,Tuesday,392.949
50,2,19,1,6,Tuesday,450.086
50,2,19,1,7,Tuesday,524.960
50,2,19,1,8,Tuesday,574.490
50,2,19,1,9,Tuesday,556.349
50,2,19,1,10,Tuesday,540.352
50,2,19,1,11,Tuesday,537.444
50,2,19,1,12,Tuesday,528.843
50,2,19,1,13,Tuesday,543.391
50,2,19,1,14,Tuesday,545.707
50,2,19,1,15,Tuesday,556.934
50,2,19,1,16,Tuesday,555.662
50,2,19,1,17,Tuesday,560.465
50,2,19,1,18,Tuesday,614.141
50,2,19,1,19,Tuesday,684.752
50,2,19,1,20,Tuesday,753.718
50,2,19,1,21,Tuesday,788.122
50,2,19,1,22,Tuesday,688.578
50,2,19,1,23,Tuesday,547.596
50,2,19,1,24,Tuesday,465.767
51,2,20,1,1,Wednesday,410.315
51,2,20,1,2,Wednesday,375.891
51,2,20,1,3,Wednesday,364.529
51,2,20,1,4,Wednesday,363.070
51,2,20,1,5,Wednesday,392.949
51,2,20,1,6,Wednesday,450.086
51,2,20,1,7,Wednesday,524.960
51,2,20,1,8,Wednesday,574.490
51,2,20,1,9,Wednesday,556.349
51,2,20,1,10,Wednesday,540.352
51,2,20,1,11,Wednesday,537.444
51,2,20,1,12,Wednesday,528.843
51,2,20,1,13,Wednesday,543.391
51,2,20,1,14,Wednesday,545.707
51,2,20,1,15,Wednesday,556.934
51,2,20,1,16,Wednesday,555.662
51,2,20,1,17,Wednesday,560.465
51,2,20,1,18,Wednesday,614.141
51,2,20,1,19,Wednesday,684.752
51,2,20,1,20,Wednesday,753.718
51,2,20,1,21,Wednesday,788.122
51,2,20,1,22,Wednesday,688.578
51,2,20,1,23,Wednesday,547.596
51,2,20,1,24,Wednesday,465.767
52,2,21,1,1,Thursday,410.315
52,2,21,1,2,Thursday,375.891
52,2,21,1,3,Thursday,364.529
52,2,21,1,4,Thursday,363.070
52,2,21,1,5,Thursday,392.949
52,2,21,1,6,Thursday,450.086
52,2,21,1,7,Thursday,524.960
52,2,21,1,8,Thursday,574.490
52,2,21,1,9,Thursday,556.349
52,2,21,1,10,Thursday,540.352
52,2,21,1,11,Thursday,537.444
52,2,21,1,12,Thursday,528.843
52,2,21,1,13,Thursday,543.391
52,2,21,1,14,Thursday,545.707
52,2,21,1,15,Thursday,556.934
52,2,21,1,16,Thursday,555.662
52,2,21,1,17,Thursday,560.465
52,2,21,1,18,Thursday,614.141
52,2,21,1,19,Thursday,684.752
52,2,21,1,20,Thursday,753.718
52,2,21,1,21,Thursday,788.122
52,2,21,1,22,Thursday,688.578
52,2,21,1,23,Thursday,547.596
52,2,21,1,24,Thursday,465.767
53,2,22,1,1,Friday,410.315
53,2,22,1,2,Friday,375.891
53,2,22,1,3,Friday,364.529
53,2,22,1,4,Friday,363.070
53,2,22,1,5,Friday,392.949
53,2,22,1,6,Friday,450.086
53,2,22,1,7,Friday,524.960
53,2,22,1,8,Friday,574.490
53,2,22,1,9,Friday,556.349
53,2,22,1,10,Friday,540.352
53,2,22,1,11,Friday,537.444
53,2,22,1,12,Friday,528.843
53,2,22,1,13,Friday,543.391
53,2,22,1,14,Friday,545.707
53,2,22,1,15,Friday,556.934
53,2,22,1,16,Friday,555.662
53,2,22,1,17,Friday,560.465
53,2,22,1,18,Friday,614.141
53,2,22,1,19,Friday,684.752
53,2,22,1,20,Friday,753.718
53,2,22,1,21,Friday,788.122
53,2,22,1,22,Friday,688.578
53,2,22,1,23,Friday,547.596
53,2,22,1,24,Friday,465.767
54,2,23,1,1,Saturday,430.005
54,2,23,1,2,Saturday,386.046
54,2,23,1,3,Saturday,365.347
54,2,23,1,4,Saturday,361.877
54,2,23,1,5,Saturday,364.498
54,2,23,1,6,Saturday,369.870
54,2,23,1,7,Saturday,445.234
54,2,23,1,8,Saturday,537.376
54,2,23,1,9,Saturday,586.402
54,2,23,1,10,Saturday,658.176
54,2,23,1,11,Saturday,702.294
54,2,23,1,12,Saturday,688.861
54,2,23,1,13,Saturday,666.968
54,2,23,1,14,Saturday,672.365
54,2,23,1,15,Saturday,668.135
54,2,23,1,16,Saturday,669.132
54,2,23,1,17,Saturday,663.078
54,2,23,1,18,Saturday,676.929
54,2,23,1,19,Saturday,716.053
54,2,23,1,20,Saturday,751.436
54,2,23,1,21,Saturday,764.421
54,2,23,1,22,Saturday,688.816
54,2,23,1,23,Saturday,547.095
54,2,23,1,24,Saturday,477.157
55,2,24,1,1,Sunday,430.005
55,2,24,1,2,Sunday,386.046
55,2,24,1,3,Sunday,365.347
55,2,24,1,4,Sunday,361.877
55,2,24,1,5,Sunday,364.498
55,2,24,1,6,Sunday,369.870
55,2,24,1,7,Sunday,445.234
55,2,24,1,8,Sunday,537.376
55,2,24,1,9,Sunday,586.402
55,2,24,1,10,Sunday,658.176
55,2,24,1,11,Sunday,702.294
55,2,24,1,12,Sunday,688.861
55,2,24,1,13,Sunday,666.968
55,2,24,1,14,Sunday,672.365
55,2,24,1,15,Sunday,668.135
55,2,24,1,16,Sunday,669.132
55,2,24,1,17,Sunday,663.078
55,2,24,1,18,Sunday,676.929
55,2,24,1,19,Sunday,716.053
55,2,24,1,20,Sunday,751.436
55,2,24,1,21,Sunday,764.421
55,2,24,1,22,Sunday,688.816
55,2,24,1,23,Sunday,547.095
55,2,24,1,24,Sunday,477.157
56,2,25,1,1,Monday,410.315
56,2,25,1,2,Monday,375.891
56,2,25,1,3,Monday,364.529
56,2,25,1,4,Monday,363.070
56,2,25,1,5,Monday,392.949
56,2,25,1,6,Monday,450.086
56,2,25,1,7,Monday,524.960
56,2,25,1,8,Monday,574.490
56,2,25,1,9,Monday,556.349
56,2,25,1,10,Monday,540.352
56,2,25,1,11,Monday,537.444
56,2,25,1,12,Monday,528.843
56,2,25,1,13,Monday,543.391
56,2,25,1,14,Monday,545.707
56,2,25,1,15,Monday,556.934
56,2,25,1,16,Monday,555.662
56,2,25,1,17,Monday,560.465
56,2,25,1,18,Monday,614.141
56,2,25,1,19,Monday,684.752
56,2,25,1,20,Monday,753.718
56,2,25,1,21,Monday,788.122
56,2,25,1,22,Monday,688.578
56,2,25,1,23,Monday,547.596
56,2,25,1,24,Monday,465.767
57,2,26,1,1,Tuesday,410.315
57,2,26,1,2,Tuesday,375.891
57,2,26,1,3,Tuesday,364.529
57,2,26,1,4,Tuesday,363.070
57,2,26,1,5,Tuesday,392.949
57,2,26,1,6,Tuesday,450.086
57,2,26,1,7,Tuesday,524.960
57,2,26,1,8,Tuesday,574.490
57,2,26,1,9,Tuesday,556.349
57,2,26,1,10,Tuesday,540.352
57,2,26,1,11,Tuesday,537.444
57,2,26,1,12,Tuesday,528.843
57,2,26,1,13,Tuesday,543.391
57,2,26,1,14,Tuesday,545.707
57,2,26,1,15,Tuesday,556.934
57,2,26,1,16,Tuesday,555.662
57,2,26,1,17,Tuesday,560.465
57,2,26,1,18,Tuesday,614.141
57,2,26,1,19,Tuesday,684.752
57,2,26,1,20,Tuesday,753.718
57,2,26,1,21,Tuesday,788.122
57,2,26,1,22,Tuesday,688.578
57,2,26,1,23,Tuesday,547.596
57,2,26,1,24,Tuesday,465.767
58,2,27,1,1,Wednesday,410.315
58,2,27,1,2,Wednesday,375.891
58,2,27,1,3,Wednesday,364.529
58,2,27,1,4,Wednesday,363.070
58,2,27,1,5,Wednesday,392.949
58,2,27,1,6,Wednesday,450.086
58,2,27,1,7,Wednesday,524.960
58,2,27,1,8,Wednesday,574.490
58,2,27,1,9,Wednesday,556.349
58,2,27,1,10,Wednesday,540.352
58,2,27,1,11,Wednesday,537.444
58,2,27,1,12,Wednesday,528.843
58,2,27,1,13,Wednesday,543.391
58,2,27,1,14,Wednesday,545.707
58,2,27,1,15,Wednesday,556.934
58,2,27,1,16,Wednesday,555.662
58,2,27,1,17,Wednesday,560.465
58,2,27,1,18,Wednesday,614.141
58,2,27,1,19,Wednesday,684.752
58,2,27,1,20,Wednesday,753.718
58,2,27,1,21,Wednesday,788.122
58,2,27,1,22,Wednesday,688.578
58,2,27,1,23,Wednesday,547.596
58,2,27,1,24,Wednesday,465.767
59,2,28,1,1,Thursday,410.315
59,2,28,1,2,Thursday,375.891
59,2,28,1,3,Thursday,364.529
59,2,28,1,4,Thursday,363.070
59,2,28,1,5,Thursday,392.949
59,2,28,1,6,Thursday,450.086
59,2,28,1,7,Thursday,524.960
59,2,28,1,8,Thursday,574.490
59,2,28,1,9,Thursday,556.349
59,2,28,1,10,Thursday,540.352
59,2,28,1,11,Thursday,537.444
59,2,28,1,12,Thursday,528.843
59,2,28,1,13,Thursday,543.391
59,2,28,1,14,Thursday,545.707
59,2,28,1,15,Thursday,556.934
59,2,28,1,16,Thursday,555.662
59,2,28,1,17,Thursday,560.465
59,2,28,1,18,Thursday,614.141
59,2,28,1,19,Thursday,684.752
59,2,28,1,20,Thursday,753.718
59,2,28,1,21,Thursday,788.122
59,2,28,1,22,Thursday,688.578
59,2,28,1,23,Thursday,547.596
59,2,28,1,24,Thursday,465.767
60,3,1,1,1,Friday,411.964
60,3,1,1,2,Friday,372.954
60,3,1,1,3,Friday,359.490
60,3,1,1,4,Friday,357.802
60,3,1,1,5,Friday,366.678
60,3,1,1,6,Friday,420.285
60,3,1,1,7,Friday,545.752
60,3,1,1,8,Friday,608.683
60,3,1,1,9,Friday,571.492
60,3,1,1,10,Friday,536.433
60,3,1,1,11,Friday,529.586
60,3,1,1,12,Friday,524.204
60,3,1,1,13,Friday,537.428
60,3,1,1,14,Friday,539.413
60,3,1,1,15,Friday,547.165
60,3,1,1,16,Friday,538.750
60,3,1,1,17,Friday,538.132
60,3,1,1,18,Friday,636.663
60,3,1,1,19,Friday,749.313
60,3,1,1,20,Friday,813.523
60,3,1,1,21,Friday,827.183
60,3,1,1,22,Friday,723.554
60,3,1,1,23,Friday,580.401
60,3,1,1,24,Friday,479.231
61,3,2,1,1,Saturday,433.803
61,3,2,1,2,Saturday,386.373
61,3,2,1,3,Saturday,362.540
61,3,2,1,4,Saturday,357.254
61,3,2,1,5,Saturday,363.488
61,3,2,1,6,Saturday,372.420
61,3,2,1,7,Saturday,442.872
61,3,2,1,8,Saturday,531.622
61,3,2,1,9,Saturday,582.299
61,3,2,1,10,Saturday,658.770
61,3,2,1,11,Saturday,715.098
61,3,2,1,12,Saturday,705.190
61,3,2,1,13,Saturday,676.785
61,3,2,1,14,Saturday,680.236
61,3,2,1,15,Saturday,670.829
61,3,2,1,16,Saturday,674.778
61,3,2,1,17,Saturday,676.341
61,3,2,1,18,Saturday,715.210
61,3,2,1,19,Saturday,784.876
61,3,2,1,20,Saturday,819.312
61,3,2,1,21,Saturday,809.756
61,3,2,1,22,Saturday,722.233
61,3,2,1,23,Saturday,575.861
61,3,2,1,24,Saturday,492.121
62,3,3,1,1,Sunday,433.803
62,3,3,1,2,Sunday,386.373
