Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power Cook IT Light Other White
30,1,30,1,14,Wednesday,621.253
30,1,30,1,15,Wednesday,668.336
30,1,30,1,16,Wednesday,893.497
30,1,30,1,17,Wednesday,1256.613
30,1,30,1,18,Wednesday,1088.619
30,1,30,1,19,Wednesday,1035.296
30,1,30,1,20,Wednesday,896.448
30,1,30,1,21,Wednesday,854.855
30,1,30,1,22,Wednesday,709.289
30,1,30,1,23,Wednesday,563.353
30,1,30,1,24,Wednesday,478.195
31,1,31,1,1,Thursday,417.15
31,1,31,1,2,Thursday,383.285
31,1,31,1,3,Thursday,371.115
31,1,31,1,4,Thursday,370.019
31,1,31,1,5,Thursday,401.484
31,1,31,1,6,Thursday,475.637
31,1,31,1,7,Thursday,588.172
31,1,31,1,8,Thursday,622.447
31,1,31,1,9,Thursday,614.693
31,1,31,1,10,Thursday,601.794
31,1,31,1,11,Thursday,644.683
31,1,31,1,12,Thursday,671.489
31,1,31,1,13,Thursday,632.589
31,1,31,1,14,Thursday,621.253
31,1,31,1,15,Thursday,668.336
31,1,31,1,16,Thursday,893.497
31,1,31,1,17,Thursday,1256.613
31,1,31,1,18,Thursday,1088.619
31,1,31,1,19,Thursday,1035.296
31,1,31,1,20,Thursday,896.448
31,1,31,1,21,Thursday,854.855
31,1,31,1,22,Thursday,709.289
31,1,31,1,23,Thursday,563.353
31,1,31,1,24,Thursday,478.195
32,2,1,1,1,Friday,417.15
32,2,1,1,2,Friday,383.285
32,2,1,1,3,Friday,371.115
32,2,1,1,4,Friday,370.019
32,2,1,1,5,Friday,401.484
32,2,1,1,6,Friday,475.637
32,2,1,1,7,Friday,588.172
32,2,1,1,8,Friday,622.447
32,2,1,1,9,Friday,614.693
32,2,1,1,10,Friday,601.794
32,2,1,1,11,Friday,644.683
32,2,1,1,12,Friday,671.489
32,2,1,1,13,Friday,632.589
32,2,1,1,14,Friday,621.253
32,2,1,1,15,Friday,668.336
32,2,1,1,16,Friday,893.497
32,2,1,1,17,Friday,1256.613
32,2,1,1,18,Friday,1088.619
32,2,1,1,19,Friday,1035.296
32,2,1,1,20,Friday,896.448
32,2,1,1,21,Friday,854.855
32,2,1,1,22,Friday,709.289
32,2,1,1,23,Friday,563.353
32,2,1,1,24,Friday,478.195
33,2,2,1,1,Saturday,435.686
33,2,2,1,2,Saturday,393.04
33,2,2,1,3,Saturday,372.574
33,2,2,1,4,Saturday,368.858
33,2,2,1,5,Saturday,373.916
33,2,2,1,6,Saturday,397.582
33,2,2,1,7,Saturday,513.077
33,2,2,1,8,Saturday,646.167
33,2,2,1,9,Saturday,703.051
33,2,2,1,10,Saturday,789.731
33,2,2,1,11,Saturday,861.681
33,2,2,1,12,Saturday,880.934
33,2,2,1,13,Saturday,805.485
33,2,2,1,14,Saturday,820.541
33,2,2,1,15,Saturday,810.902
33,2,2,1,16,Saturday,920.451
33,2,2,1,17,Saturday,1242.517
33,2,2,1,18,Saturday,1013.837
33,2,2,1,19,Saturday,971.465
33,2,2,1,20,Saturday,875.975
33,2,2,1,21,Saturday,816.569
33,2,2,1,22,Saturday,710.323
33,2,2,1,23,Saturday,560.593
33,2,2,1,24,Saturday,486.409
34,2,3,1,1,Sunday,435.686
34,2,3,1,2,Sunday,393.04
34,2,3,1,3,Sunday,372.574
34,2,3,1,4,Sunday,368.858
34,2,3,1,5,Sunday,373.916
34,2,3,1,6,Sunday,397.582
34,2,3,1,7,Sunday,513.077
34,2,3,1,8,Sunday,646.167
34,2,3,1,9,Sunday,703.051
34,2,3,1,10,Sunday,789.731
34,2,3,1,11,Sunday,861.681
34,2,3,1,12,Sunday,880.934
34,2,3,1,13,Sunday,805.485
34,2,3,1,14,Sunday,820.541
34,2,3,1,15,Sunday,810.902
34,2,3,1,16,Sunday,920.451
34,2,3,1,17,Sunday,1242.517
34,2,3,1,18,Sunday,1013.837
34,2,3,1,19,Sunday,971.465
34,2,3,1,20,Sunday,875.975
34,2,3,1,21,Sunday,816.569
34,2,3,1,22,Sunday,710.323
34,2,3,1,23,Sunday,560.593
34,2,3,1,24,Sunday,486.409
35,2,4,1,1,Monday,417.15
35,2,4,1,2,Monday,383.285
35,2,4,1,3,Monday,371.115
35,2,4,1,4,Monday,370.019
35,2,4,1,5,Monday,401.484
35,2,4,1,6,Monday,475.637
35,2,4,1,7,Monday,588.172
35,2,4,1,8,Monday,622.447
35,2,4,1,9,Monday,614.693
35,2,4,1,10,Monday,601.794
35,2,4,1,11,Monday,644.683
35,2,4,1,12,Monday,671.489
35,2,4,1,13,Monday,632.589
35,2,4,1,14,Monday,621.253
35,2,4,1,15,Monday,668.336
35,2,4,1,16,Monday,893.497
35,2,4,1,17,Monday,1256.613
35,2,4,1,18,Monday,1088.619
35,2,4,1,19,Monday,1035.296
35,2,4,1,20,Monday,896.448
35,2,4,1,21,Monday,854.855
35,2,4,1,22,Monday,709.289
35,2,4,1,23,Monday,563.353
35,2,4,1,24,Monday,478.195
36,2,5,1,1,Tuesday,417.15
36,2,5,1,2,Tuesday,383.285
36,2,5,1,3,Tuesday,371.115
36,2,5,1,4,Tuesday,370.019
36,2,5,1,5,Tuesday,401.484
36,2,5,1,6,Tuesday,475.637
36,2,5,1,7,Tuesday,588.172
36,2,5,1,8,Tuesday,622.447
36,2,5,1,9,Tuesday,614.693
36,2,5,1,10,Tuesday,601.794
36,2,5,1,11,Tuesday,644.683
36,2,5,1,12,Tuesday,671.489
36,2,5,1,13,Tuesday,632.589
36,2,5,1,14,Tuesday,621.253
36,2,5,1,15,Tuesday,668.336
36,2,5,1,16,Tuesday,893.497
36,2,5,1,17,Tuesday,1256.613
36,2,5,1,18,Tuesday,1088.619
36,2,5,1,19,Tuesday,1035.296
36,2,5,1,20,Tuesday,896.448
36,2,5,1,21,Tuesday,854.855
36,2,5,1,22,Tuesday,709.289
36,2,5,1,23,Tuesday,563.353
36,2,5,1,24,Tuesday,478.195
37,2,6,1,1,Wednesday,417.15
37,2,6,1,2,Wednesday,383.285
37,2,6,1,3,Wednesday,371.115
37,2,6,1,4,Wednesday,370.019
37,2,6,1,5,Wednesday,401.484
37,2,6,1,6,Wednesday,475.637
37,2,6,1,7,Wednesday,588.172
37,2,6,1,8,Wednesday,622.447
37,2,6,1,9,Wednesday,614.693
37,2,6,1,10,Wednesday,601.794
37,2,6,1,11,Wednesday,644.683
37,2,6,1,12,Wednesday,671.489
37,2,6,1,13,Wednesday,632.589
37,2,6,1,14,Wednesday,621.253
37,2,6,1,15,Wednesday,668.336
37,2,6,1,16,Wednesday,893.497
37,2,6,1,17,Wednesday,1256.613
37,2,6,1,18,Wednesday,1088.619
37,2,6,1,19,Wednesday,1035.296
37,2,6,1,20,Wednesday,896.448
37,2,6,1,21,Wednesday,854.855
37,2,6,1,22,Wednesday,709.289
37,2,6,1,23,Wednesday,563.353
37,2,6,1,24,Wednesday,478.195
38,2,7,1,1,Thursday,417.15
38,2,7,1,2,Thursday,383.285
38,2,7,1,3,Thursday,371.115
38,2,7,1,4,Thursday,370.019
38,2,7,1,5,Thursday,401.484
38,2,7,1,6,Thursday,475.637
38,2,7,1,7,Thursday,588.172
38,2,7,1,8,Thursday,622.447
38,2,7,1,9,Thursday,614.693
38,2,7,1,10,Thursday,601.794
38,2,7,1,11,Thursday,644.683
38,2,7,1,12,Thursday,671.489
38,2,7,1,13,Thursday,632.589
38,2,7,1,14,Thursday,621.253
38,2,7,1,15,Thursday,668.336
38,2,7,1,16,Thursday,893.497
38,2,7,1,17,Thursday,1256.613
38,2,7,1,18,Thursday,1088.619
38,2,7,1,19,Thursday,1035.296
38,2,7,1,20,Thursday,896.448
38,2,7,1,21,Thursday,854.855
38,2,7,1,22,Thursday,709.289
38,2,7,1,23,Thursday,563.353
38,2,7,1,24,Thursday,478.195
39,2,8,1,1,Friday,417.15
39,2,8,1,2,Friday,383.285
39,2,8,1,3,Friday,371.115
39,2,8,1,4,Friday,370.019
39,2,8,1,5,Friday,401.484
39,2,8,1,6,Friday,475.637
39,2,8,1,7,Friday,588.172
39,2,8,1,8,Friday,622.447
39,2,8,1,9,Friday,614.693
39,2,8,1,10,Friday,601.794
39,2,8,1,11,Friday,644.683
39,2,8,1,12,Friday,671.489
39,2,8,1,13,Friday,632.589
39,2,8,1,14,Friday,621.253
39,2,8,1,15,Friday,668.336
39,2,8,1,16,Friday,893.497
39,2,8,1,17,Friday,1256.613
39,2,8,1,18,Friday,1088.619
39,2,8,1,19,Friday,1035.296
39,2,8,1,20,Friday,896.448
39,2,8,1,21,Friday,854.855
39,2,8,1,22,Friday,709.289
39,2,8,1,23,Friday,563.353
39,2,8,1,24,Friday,478.195
40,2,9,1,1,Saturday,435.686
40,2,9,1,2,Saturday,393.04
40,2,9,1,3,Saturday,372.574
40,2,9,1,4,Saturday,368.858
40,2,9,1,5,Saturday,373.916
40,2,9,1,6,Saturday,397.582
40,2,9,1,7,Saturday,513.077
40,2,9,1,8,Saturday,646.167
40,2,9,1,9,Saturday,703.051
40,2,9,1,10,Saturday,789.731
40,2,9,1,11,Saturday,861.681
40,2,9,1,12,Saturday,880.934
40,2,9,1,13,Saturday,805.485
40,2,9,1,14,Saturday,820.541
40,2,9,1,15,Saturday,810.902
40,2,9,1,16,Saturday,920.451
40,2,9,1,17,Saturday,1242.517
40,2,9,1,18,Saturday,1013.837
40,2,9,1,19,Saturday,971.465
40,2,9,1,20,Saturday,875.975
40,2,9,1,21,Saturday,816.569
40,2,9,1,22,Saturday,710.323
40,2,9,1,23,Saturday,560.593
40,2,9,1,24,Saturday,486.409
41,2,10,1,1,Sunday,435.686
41,2,10,1,2,Sunday,393.04
41,2,10,1,3,Sunday,372.574
41,2,10,1,4,Sunday,368.858
41,2,10,1,5,Sunday,373.916
41,2,10,1,6,Sunday,397.582
41,2,10,1,7,Sunday,513.077
41,2,10,1,8,Sunday,646.167
41,2,10,1,9,Sunday,703.051
41,2,10,1,10,Sunday,789.731
41,2,10,1,11,Sunday,861.681
41,2,10,1,12,Sunday,880.934
41,2,10,1,13,Sunday,805.485
41,2,10,1,14,Sunday,820.541
41,2,10,1,15,Sunday,810.902
41,2,10,1,16,Sunday,920.451
41,2,10,1,17,Sunday,1242.517
41,2,10,1,18,Sunday,1013.837
41,2,10,1,19,Sunday,971.465
41,2,10,1,20,Sunday,875.975
41,2,10,1,21,Sunday,816.569
41,2,10,1,22,Sunday,710.323
41,2,10,1,23,Sunday,560.593
41,2,10,1,24,Sunday,486.409
42,2,11,1,1,Monday,417.15
42,2,11,1,2,Monday,383.285
42,2,11,1,3,Monday,371.115
42,2,11,1,4,Monday,370.019
42,2,11,1,5,Monday,401.484
42,2,11,1,6,Monday,475.637
42,2,11,1,7,Monday,588.172
42,2,11,1,8,Monday,622.447
42,2,11,1,9,Monday,614.693
42,2,11,1,10,Monday,601.794
42,2,11,1,11,Monday,644.683
42,2,11,1,12,Monday,671.489
42,2,11,1,13,Monday,632.589
42,2,11,1,14,Monday,621.253
42,2,11,1,15,Monday,668.336
42,2,11,1,16,Monday,893.497
42,2,11,1,17,Monday,1256.613
42,2,11,1,18,Monday,1088.619
42,2,11,1,19,Monday,1035.296
42,2,11,1,20,Monday,896.448
42,2,11,1,21,Monday,854.855
42,2,11,1,22,Monday,709.289
42,2,11,1,23,Monday,563.353
42,2,11,1,24,Monday,478.195
43,2,12,1,1,Tuesday,417.15
43,2,12,1,2,Tuesday,383.285
43,2,12,1,3,Tuesday,371.115
43,2,12,1,4,Tuesday,370.019
43,2,12,1,5,Tuesday,401.484
43,2,12,1,6,Tuesday,475.637
43,2,12,1,7,Tuesday,588.172
43,2,12,1,8,Tuesday,622.447
43,2,12,1,9,Tuesday,614.693
43,2,12,1,10,Tuesday,601.794
43,2,12,1,11,Tuesday,644.683
43,2,12,1,12,Tuesday,671.489
43,2,12,1,13,Tuesday,632.589
43,2,12,1,14,Tuesday,621.253
43,2,12,1,15,Tuesday,668.336
43,2,12,1,16,Tuesday,893.497
43,2,12,1,17,Tuesday,1256.613
43,2,12,1,18,Tuesday,1088.619
43,2,12,1,19,Tuesday,1035.296
43,2,12,1,20,Tuesday,896.448
43,2,12,1,21,Tuesday,854.855
43,2,12,1,22,Tuesday,709.289
43,2,12,1,23,Tuesday,563.353
43,2,12,1,24,Tuesday,478.195
44,2,13,1,1,Wednesday,417.15
44,2,13,1,2,Wednesday,383.285
44,2,13,1,3,Wednesday,371.115
44,2,13,1,4,Wednesday,370.019
44,2,13,1,5,Wednesday,401.484
44,2,13,1,6,Wednesday,475.637
44,2,13,1,7,Wednesday,588.172
44,2,13,1,8,Wednesday,622.447
44,2,13,1,9,Wednesday,614.693
44,2,13,1,10,Wednesday,601.794
44,2,13,1,11,Wednesday,644.683
44,2,13,1,12,Wednesday,671.489
44,2,13,1,13,Wednesday,632.589
44,2,13,1,14,Wednesday,621.253
44,2,13,1,15,Wednesday,668.336
44,2,13,1,16,Wednesday,893.497
44,2,13,1,17,Wednesday,1256.613
44,2,13,1,18,Wednesday,1088.619
44,2,13,1,19,Wednesday,1035.296
44,2,13,1,20,Wednesday,896.448
44,2,13,1,21,Wednesday,854.855
44,2,13,1,22,Wednesday,709.289
44,2,13,1,23,Wednesday,563.353
44,2,13,1,24,Wednesday,478.195
45,2,14,1,1,Thursday,417.15
45,2,14,1,2,Thursday,383.285
45,2,14,1,3,Thursday,371.115
45,2,14,1,4,Thursday,370.019
45,2,14,1,5,Thursday,401.484
45,2,14,1,6,Thursday,475.637
45,2,14,1,7,Thursday,588.172
45,2,14,1,8,Thursday,622.447
45,2,14,1,9,Thursday,614.693
45,2,14,1,10,Thursday,601.794
45,2,14,1,11,Thursday,644.683
45,2,14,1,12,Thursday,671.489
45,2,14,1,13,Thursday,632.589
45,2,14,1,14,Thursday,621.253
45,2,14,1,15,Thursday,668.336
45,2,14,1,16,Thursday,893.497
45,2,14,1,17,Thursday,1256.613
45,2,14,1,18,Thursday,1088.619
45,2,14,1,19,Thursday,1035.296
45,2,14,1,20,Thursday,896.448
45,2,14,1,21,Thursday,854.855
45,2,14,1,22,Thursday,709.289
45,2,14,1,23,Thursday,563.353
45,2,14,1,24,Thursday,478.195
46,2,15,1,1,Friday,417.15
46,2,15,1,2,Friday,383.285
46,2,15,1,3,Friday,371.115
46,2,15,1,4,Friday,370.019
46,2,15,1,5,Friday,401.484
46,2,15,1,6,Friday,475.637
46,2,15,1,7,Friday,588.172
46,2,15,1,8,Friday,622.447
46,2,15,1,9,Friday,614.693
46,2,15,1,10,Friday,601.794
46,2,15,1,11,Friday,644.683
46,2,15,1,12,Friday,671.489
46,2,15,1,13,Friday,632.589
46,2,15,1,14,Friday,621.253
46,2,15,1,15,Friday,668.336
46,2,15,1,16,Friday,893.497
46,2,15,1,17,Friday,1256.613
46,2,15,1,18,Friday,1088.619
46,2,15,1,19,Friday,1035.296
46,2,15,1,20,Friday,896.448
46,2,15,1,21,Friday,854.855
46,2,15,1,22,Friday,709.289
46,2,15,1,23,Friday,563.353
46,2,15,1,24,Friday,478.195
47,2,16,1,1,Saturday,435.686
47,2,16,1,2,Saturday,393.04
47,2,16,1,3,Saturday,372.574
47,2,16,1,4,Saturday,368.858
47,2,16,1,5,Saturday,373.916
47,2,16,1,6,Saturday,397.582
47,2,16,1,7,Saturday,513.077
47,2,16,1,8,Saturday,646.167
47,2,16,1,9,Saturday,703.051
47,2,16,1,10,Saturday,789.731
47,2,16,1,11,Saturday,861.681
47,2,16,1,12,Saturday,880.934
47,2,16,1,13,Saturday,805.485
47,2,16,1,14,Saturday,820.541
47,2,16,1,15,Saturday,810.902
47,2,16,1,16,Saturday,920.451
47,2,16,1,17,Saturday,1242.517
47,2,16,1,18,Saturday,1013.837
47,2,16,1,19,Saturday,971.465
47,2,16,1,20,Saturday,875.975
47,2,16,1,21,Saturday,816.569
47,2,16,1,22,Saturday,710.323
47,2,16,1,23,Saturday,560.593
47,2,16,1,24,Saturday,486.409
48,2,17,1,1,Sunday,435.686
48,2,17,1,2,Sunday,393.04
48,2,17,1,3,Sunday,372.574
48,2,17,1,4,Sunday,368.858
48,2,17,1,5,Sunday,373.916
48,2,17,1,6,Sunday,397.582
48,2,17,1,7,Sunday,513.077
48,2,17,1,8,Sunday,646.167
48,2,17,1,9,Sunday,703.051
48,2,17,1,10,Sunday,789.731
48,2,17,1,11,Sunday,861.681
48,2,17,1,12,Sunday,880.934
48,2,17,1,13,Sunday,805.485
48,2,17,1,14,Sunday,820.541
48,2,17,1,15,Sunday,810.902
48,2,17,1,16,Sunday,920.451
48,2,17,1,17,Sunday,1242.517
48,2,17,1,18,Sunday,1013.837
48,2,17,1,19,Sunday,971.465
48,2,17,1,20,Sunday,875.975
48,2,17,1,21,Sunday,816.569
48,2,17,1,22,Sunday,710.323
48,2,17,1,23,Sunday,560.593
48,2,17,1,24,Sunday,486.409
49,2,18,1,1,Monday,417.15
49,2,18,1,2,Monday,383.285
49,2,18,1,3,Monday,371.115
49,2,18,1,4,Monday,370.019
49,2,18,1,5,Monday,401.484
49,2,18,1,6,Monday,475.637
49,2,18,1,7,Monday,588.172
49,2,18,1,8,Monday,622.447
49,2,18,1,9,Monday,614.693
49,2,18,1,10,Monday,601.794
49,2,18,1,11,Monday,644.683
49,2,18,1,12,Monday,671.489
49,2,18,1,13,Monday,632.589
49,2,18,1,14,Monday,621.253
49,2,18,1,15,Monday,668.336
49,2,18,1,16,Monday,893.497
49,2,18,1,17,Monday,1256.613
49,2,18,1,18,Monday,1088.619
49,2,18,1,19,Monday,1035.296
49,2,18,1,20,Monday,896.448
49,2,18,1,21,Monday,854.855
49,2,18,1,22,Monday,709.289
49,2,18,1,23,Monday,563.353
49,2,18,1,24,Monday,478.195
50,2,19,1,1,Tuesday,417.15
50,2,19,1,2,Tuesday,383.285
50,2,19,1,3,Tuesday,371.115
50,2,19,1,4,Tuesday,370.019
50,2,19,1,5,Tuesday,401.484
50,2,19,1,6,Tuesday,475.637
50,2,19,1,7,Tuesday,588.172
50,2,19,1,8,Tuesday,622.447
50,2,19,1,9,Tuesday,614.693
50,2,19,1,10,Tuesday,601.794
50,2,19,1,11,Tuesday,644.683
50,2,19,1,12,Tuesday,671.489
50,2,19,1,13,Tuesday,632.589
50,2,19,1,14,Tuesday,621.253
50,2,19,1,15,Tuesday,668.336
50,2,19,1,16,Tuesday,893.497
50,2,19,1,17,Tuesday,1256.613
50,2,19,1,18,Tuesday,1088.619
50,2,19,1,19,Tuesday,1035.296
50,2,19,1,20,Tuesday,896.448
50,2,19,1,21,Tuesday,854.855
50,2,19,1,22,Tuesday,709.289
50,2,19,1,23,Tuesday,563.353
50,2,19,1,24,Tuesday,478.195
51,2,20,1,1,Wednesday,417.15
51,2,20,1,2,Wednesday,383.285
51,2,20,1,3,Wednesday,371.115
51,2,20,1,4,Wednesday,370.019
51,2,20,1,5,Wednesday,401.484
51,2,20,1,6,Wednesday,475.637
51,2,20,1,7,Wednesday,588.172
51,2,20,1,8,Wednesday,622.447
51,2,20,1,9,Wednesday,614.693
51,2,20,1,10,Wednesday,601.794
51,2,20,1,11,Wednesday,644.683
51,2,20,1,12,Wednesday,671.489
51,2,20,1,13,Wednesday,632.589
51,2,20,1,14,Wednesday,621.253
51,2,20,1,15,Wednesday,668.336
51,2,20,1,16,Wednesday,893.497
51,2,20,1,17,Wednesday,1256.613
51,2,20,1,18,Wednesday,1088.619
51,2,20,1,19,Wednesday,1035.296
51,2,20,1,20,Wednesday,896.448
51,2,20,1,21,Wednesday,854.855
51,2,20,1,22,Wednesday,709.289
51,2,20,1,23,Wednesday,563.353
51,2,20,1,24,Wednesday,478.195
52,2,21,1,1,Thursday,417.15
52,2,21,1,2,Thursday,383.285
52,2,21,1,3,Thursday,371.115
52,2,21,1,4,Thursday,370.019
52,2,21,1,5,Thursday,401.484
52,2,21,1,6,Thursday,475.637
52,2,21,1,7,Thursday,588.172
52,2,21,1,8,Thursday,622.447
52,2,21,1,9,Thursday,614.693
52,2,21,1,10,Thursday,601.794
52,2,21,1,11,Thursday,644.683
52,2,21,1,12,Thursday,671.489
52,2,21,1,13,Thursday,632.589
52,2,21,1,14,Thursday,621.253
52,2,21,1,15,Thursday,668.336
52,2,21,1,16,Thursday,893.497
52,2,21,1,17,Thursday,1256.613
52,2,21,1,18,Thursday,1088.619
52,2,21,1,19,Thursday,1035.296
52,2,21,1,20,Thursday,896.448
52,2,21,1,21,Thursday,854.855
52,2,21,1,22,Thursday,709.289
52,2,21,1,23,Thursday,563.353
52,2,21,1,24,Thursday,478.195
53,2,22,1,1,Friday,417.15
53,2,22,1,2,Friday,383.285
53,2,22,1,3,Friday,371.115
53,2,22,1,4,Friday,370.019
53,2,22,1,5,Friday,401.484
53,2,22,1,6,Friday,475.637
53,2,22,1,7,Friday,588.172
53,2,22,1,8,Friday,622.447
53,2,22,1,9,Friday,614.693
53,2,22,1,10,Friday,601.794
53,2,22,1,11,Friday,644.683
53,2,22,1,12,Friday,671.489
53,2,22,1,13,Friday,632.589
53,2,22,1,14,Friday,621.253
53,2,22,1,15,Friday,668.336
53,2,22,1,16,Friday,893.497
53,2,22,1,17,Friday,1256.613
53,2,22,1,18,Friday,1088.619
53,2,22,1,19,Friday,1035.296
53,2,22,1,20,Friday,896.448
53,2,22,1,21,Friday,854.855
53,2,22,1,22,Friday,709.289
53,2,22,1,23,Friday,563.353
53,2,22,1,24,Friday,478.195
54,2,23,1,1,Saturday,435.686
54,2,23,1,2,Saturday,393.04
54,2,23,1,3,Saturday,372.574
54,2,23,1,4,Saturday,368.858
54,2,23,1,5,Saturday,373.916
54,2,23,1,6,Saturday,397.582
54,2,23,1,7,Saturday,513.077
54,2,23,1,8,Saturday,646.167
54,2,23,1,9,Saturday,703.051
54,2,23,1,10,Saturday,789.731
54,2,23,1,11,Saturday,861.681
54,2,23,1,12,Saturday,880.934
54,2,23,1,13,Saturday,805.485
54,2,23,1,14,Saturday,820.541
54,2,23,1,15,Saturday,810.902
54,2,23,1,16,Saturday,920.451
54,2,23,1,17,Saturday,1242.517
54,2,23,1,18,Saturday,1013.837
54,2,23,1,19,Saturday,971.465
54,2,23,1,20,Saturday,875.975
54,2,23,1,21,Saturday,816.569
54,2,23,1,22,Saturday,710.323
54,2,23,1,23,Saturday,560.593
54,2,23,1,24,Saturday,486.409
55,2,24,1,1,Sunday,435.686
55,2,24,1,2,Sunday,393.04
55,2,24,1,3,Sunday,372.574
55,2,24,1,4,Sunday,368.858
55,2,24,1,5,Sunday,373.916
55,2,24,1,6,Sunday,397.582
55,2,24,1,7,Sunday,513.077
55,2,24,1,8,Sunday,646.167
55,2,24,1,9,Sunday,703.051
55,2,24,1,10,Sunday,789.731
55,2,24,1,11,Sunday,861.681
55,2,24,1,12,Sunday,880.934
55,2,24,1,13,Sunday,805.485
55,2,24,1,14,Sunday,820.541
55,2,24,1,15,Sunday,810.902
55,2,24,1,16,Sunday,920.451
55,2,24,1,17,Sunday,1242.517
55,2,24,1,18,Sunday,1013.837
55,2,24,1,19,Sunday,971.465
55,2,24,1,20,Sunday,875.975
55,2,24,1,21,Sunday,816.569
55,2,24,1,22,Sunday,710.323
55,2,24,1,23,Sunday,560.593
55,2,24,1,24,Sunday,486.409
56,2,25,1,1,Monday,417.15
56,2,25,1,2,Monday,383.285
56,2,25,1,3,Monday,371.115
56,2,25,1,4,Monday,370.019
56,2,25,1,5,Monday,401.484
56,2,25,1,6,Monday,475.637
56,2,25,1,7,Monday,588.172
56,2,25,1,8,Monday,622.447
56,2,25,1,9,Monday,614.693
56,2,25,1,10,Monday,601.794
56,2,25,1,11,Monday,644.683
56,2,25,1,12,Monday,671.489
56,2,25,1,13,Monday,632.589
56,2,25,1,14,Monday,621.253
56,2,25,1,15,Monday,668.336
56,2,25,1,16,Monday,893.497
56,2,25,1,17,Monday,1256.613
56,2,25,1,18,Monday,1088.619
56,2,25,1,19,Monday,1035.296
56,2,25,1,20,Monday,896.448
56,2,25,1,21,Monday,854.855
56,2,25,1,22,Monday,709.289
56,2,25,1,23,Monday,563.353
56,2,25,1,24,Monday,478.195
57,2,26,1,1,Tuesday,417.15
57,2,26,1,2,Tuesday,383.285
57,2,26,1,3,Tuesday,371.115
57,2,26,1,4,Tuesday,370.019
57,2,26,1,5,Tuesday,401.484
57,2,26,1,6,Tuesday,475.637
57,2,26,1,7,Tuesday,588.172
57,2,26,1,8,Tuesday,622.447
57,2,26,1,9,Tuesday,614.693
57,2,26,1,10,Tuesday,601.794
57,2,26,1,11,Tuesday,644.683
57,2,26,1,12,Tuesday,671.489
57,2,26,1,13,Tuesday,632.589
57,2,26,1,14,Tuesday,621.253
57,2,26,1,15,Tuesday,668.336
57,2,26,1,16,Tuesday,893.497
57,2,26,1,17,Tuesday,1256.613
57,2,26,1,18,Tuesday,1088.619
57,2,26,1,19,Tuesday,1035.296
57,2,26,1,20,Tuesday,896.448
57,2,26,1,21,Tuesday,854.855
57,2,26,1,22,Tuesday,709.289
57,2,26,1,23,Tuesday,563.353
57,2,26,1,24,Tuesday,478.195
58,2,27,1,1,Wednesday,417.15
58,2,27,1,2,Wednesday,383.285
58,2,27,1,3,Wednesday,371.115
58,2,27,1,4,Wednesday,370.019
58,2,27,1,5,Wednesday,401.484
58,2,27,1,6,Wednesday,475.637
58,2,27,1,7,Wednesday,588.172
58,2,27,1,8,Wednesday,622.447
58,2,27,1,9,Wednesday,614.693
58,2,27,1,10,Wednesday,601.794
58,2,27,1,11,Wednesday,644.683
58,2,27,1,12,Wednesday,671.489
58,2,27,1,13,Wednesday,632.589
58,2,27,1,14,Wednesday,621.253
58,2,27,1,15,Wednesday,668.336
58,2,27,1,16,Wednesday,893.497
58,2,27,1,17,Wednesday,1256.613
58,2,27,1,18,Wednesday,1088.619
58,2,27,1,19,Wednesday,1035.296
58,2,27,1,20,Wednesday,896.448
58,2,27,1,21,Wednesday,854.855
58,2,27,1,22,Wednesday,709.289
58,2,27,1,23,Wednesday,563.353
58,2,27,1,24,Wednesday,478.195
59,2,28,1,1,Thursday,417.15
59,2,28,1,2,Thursday,383.285
59,2,28,1,3,Thursday,371.115
59,2,28,1,4,Thursday,370.019
59,2,28,1,5,Thursday,401.484
59,2,28,1,6,Thursday,475.637
59,2,28,1,7,Thursday,588.172
59,2,28,1,8,Thursday,622.447
59,2,28,1,9,Thursday,614.693
59,2,28,1,10,Thursday,601.794
59,2,28,1,11,Thursday,644.683
59,2,28,1,12,Thursday,671.489
59,2,28,1,13,Thursday,632.589
59,2,28,1,14,Thursday,621.253
59,2,28,1,15,Thursday,668.336
59,2,28,1,16,Thursday,893.497
59,2,28,1,17,Thursday,1256.613
59,2,28,1,18,Thursday,1088.619
59,2,28,1,19,Thursday,1035.296
59,2,28,1,20,Thursday,896.448
59,2,28,1,21,Thursday,854.855
59,2,28,1,22,Thursday,709.289
59,2,28,1,23,Thursday,563.353
59,2,28,1,24,Thursday,478.195
60,3,1,1,1,Friday,421.186
60,3,1,1,2,Friday,381.319
60,3,1,1,3,Friday,367.392
60,3,1,1,4,Friday,365.367
60,3,1,1,5,Friday,376.17
60,3,1,1,6,Friday,438.517
60,3,1,1,7,Friday,595.783
60,3,1,1,8,Friday,662.737
60,3,1,1,9,Friday,607.251
60,3,1,1,10,Friday,581.662
60,3,1,1,11,Friday,595.761
60,3,1,1,12,Friday,608.378
60,3,1,1,13,Friday,633.388
60,3,1,1,14,Friday,599.397
60,3,1,1,15,Friday,624.878
60,3,1,1,16,Friday,754.702
60,3,1,1,17,Friday,1119.17
60,3,1,1,18,Friday,1452.512
60,3,1,1,19,Friday,1338.304
60,3,1,1,20,Friday,1127.002
60,3,1,1,21,Friday,938.653
60,3,1,1,22,Friday,776.766
